Рандомный доступ:

28;210.873
27;201.32
26;199
25;198.46
24;225.26
23;221.92
22;217.313
21;123.88
20;32.6333
19;28.9933
18;20.3267
17;20.1867
16;20.48
15;20.1333
14;13.24
13;0
12;0.00666667
11;0.813333
10;1.96667

Последовательный:

28;43.888
27;44.448
26;42.648
25;42.748
24;42.912
23;45.648
22;48.284
21;36.452
20;22.576
19;22.768
18;21.8
17;21.604
16;22.816
15;21.732
14;9.424
13;0
12;0
11;0.208
10;1.044
